"practice_code","practice_name","postcode","subicb_code","imd_score","imd_decile"
"P81710","TARLETON GROUP PRACTICE","PR4 6UJ","02G",9.17327250384024,10
"P81711","DILL HALL SURGERY","BB5 4LF","01A",35.503112568306,2
"P81714","ABBEY DALE MEDICAL CENTRE","FY4 5AU","00R",35.8916724369748,2
"P81721","HOLLINS GROVE SURGERY","BB3 1ET","00Q",36.4834842962389,2
"P81724","PRINGLE STREET SURGERY","BB1 1SB","00Q",40.993899750416,1
"P81726","KING STREET MEDICAL CTR","BB5 1QE","01A",44.475507788162,1
"P81730","GREAT HARWOOD MEDICAL GROUP","BB6 7QR","01A",28.1780578482391,4
"P81731","DR JEHANGIR (SH)","BB9 7SR","01A",42.0812609960015,1
"P81732","HARAMBEE SURGERY","BB8 8QU","01A",18.0627815028902,7
"P81734","THE CORNERSTONE PRACTICE","BB1 2HR","00Q",42.470864862051,1
"P81735","DR A HUSSAIN","PR2 6NH","01E",46.4374734717416,1
"P81736","WHITEFIELD HEALTHCARE","BB9 7SR","01A",41.9884647404505,1
"P81737","THE OLD LINKS SURGERY","FY8 2LY","02M",18.1965603217158,7
"P81738","GREAT HARWOOD SURGERY","BB1 4LA","01A",30.1176169014085,3
"P81740","ADLINGTON MEDICAL CENTRE","PR6 9NW","00X",16.4038921198023,7
"P81741","STATION SURGERY","PR25 1HR","00X",19.905382994186,6
"P81742","BEECHWOOD SURGERY","FY5 5HH","02M",17.6709158918005,7
"P81748","BRIARWOOD MEDICAL CENTRE","PR2 1HY","01E",23.1519079315708,5
"P81755","THE WEAVERS PRACTICE","BB1 4LA","01A",29.6804096911241,3
"P81757","BARROWFORD SURGERY","BB9 8QP","01A",15.7238163972286,7
"P81770","AVENHAM SURGERY","PR1 3RG","01E",39.7959249281066,2
"P81771","PRIMROSE BANK MEDICAL CENTRE","BB1 5ER","00Q",35.764158184462,2
"P81780","RIVERSIDE FAMILY PRACTICE","BB11 2DL","01A",50.6410775447373,1
"P82001","THE DUNSTAN PARTNERSHIP","BL2 6NT","00T",37.3333416578619,2
"P82002","PIKES LANE 1","BL3 5HP","00T",38.0200010520779,2
"P82003","KILDONAN HOUSE","BL6 5NW","00T",20.5290523104303,6
"P82004","SWAN LANE MEDICAL CENTRE","BL3 6TL","00T",39.1737189471394,2
"P82005","STABLE FOLD SURGERY","BL5 3SF","00T",17.6854561052331,7
"P82006","DR MALHOTRA & PARTNERS","BL6 7AS","00T",22.8472127659574,5
"P82007","KEARSLEY MEDICAL CENTRE","BL4 8EP","00T",30.2372797099304,3
"P82008","STONEHILL MEDICAL CENTRE","BL4 9QZ","00T",42.7658558038933,1
"P82009","ST HELENS ROAD PRACTICE","BL3 3RR","00T",30.9570020926756,3
"P82010","DALEFIELD SURGERY","BL1 4JP","00T",40.3866831695967,1
"P82011","TONGE FOLD HEALTH CENTRE","BL2 6DY","00T",34.8461432717275,2
"P82012","DR EARNSHAW AND PARTNERS","BL1 1SQ","00T",42.7250040597597,1
"P82013","LEVER CHAMBERS 2","BL3 6RN","00T",42.7570396091893,1
"P82014","SPRING HOUSE SURGERY","BL1 6AF","00T",24.8264766666667,4
"P82015","UNSWORTH GROUP PRACTICE","BL5 3UB","00T",16.0419718523595,7
"P82016","HARWOOD MEDICAL CENTRE","BL2 3HQ","00T",23.8883011358784,5
"P82018","THE ALASTAIR ROSS MEDICAL PRACTICE","BL2 6NT","00T",42.6033754594289,1
"P82020","LITTLE LEVER HEALTH CENTRE 1","BL3 1JF","00T",31.8312404545455,3
"P82021","THE OAKS FAMILY PRACTICE","BL1 8UP","00T",29.4693077975376,3
"P82022","HALLIWELL SURGERY 1","BL1 3RG","00T",43.4084800520382,1
"P82023","MANDALAY MEDICAL CENTRE","BL1 7LR","00T",12.8511879764757,8
"P82025","BURNSIDE SURGERY","BL1 8TU","00T",29.9991801783123,3
"P82029","HALLIWELL SURGERY 2","BL1 3RG","00T",44.6167174950856,1
"P82030","DEANE MEDICAL CENTRE","BL3 5AH","00T",41.5021885289432,1
"P82031","HEATON MEDICAL CENTRE","BL1 5PU","00T",20.8628632533431,6
"P82033","BRADFORD STREET SURGERY","BL2 1HT","00T",43.0114384023099,1
"P82034","EDGWORTH MEDICAL CENTRE","BL7 9RG","00T",9.90087651699029,10
"P82036","LITTLE LEVER HEALTH CENTRE 2","BL3 1JF","00T",24.1354506896552,5
"P82037","FIG TREE MEDICAL PRACTICE","BL4 9AL","00T",42.1038236405627,1
"P82607","CROMPTON VIEW SURGERY","BL1 8UP","00T",33.3607514022073,2
"P82609","SHANTI MEDICAL CENTRE","BL3 3PH","00T",39.5875766070565,2
"P82613","SPRING VIEW MEDICAL CENTRE","BL3 1HQ","00T",25.4747070687668,4
"P82616","BEEHIVE SURGERY","BL3 2JR","00T",41.6986785803549,1
"P82624","ORIENT HOUSE MEDICAL CENTRE","BL3 5QE","00T",35.5769671746776,2
"P82625","CHARLOTTE STREET SURGERY","BL1 8TU","00T",44.3757162522203,1
"P82626","HALLIWELL SURGERY 3","BL1 3RG","00T",48.220566694456,1
"P82627","CORNERSTONE SURGERY","BL1 6AH","00T",28.1434493654494,4
"P82629","DR M DAKSHINA-MURTHI","BL3 5HP","00T",39.8011480231437,2
"P82633","GREAT LEVER ONE","BL3 6RN","00T",42.1850826513912,1
"P82634","WYRESDALE ROAD SURGERY","BL1 4DN","00T",39.045825501771,2
"P82640","AL FAL MEDICAL GROUP","BL3 5HP","00T",40.6226460699682,1
"P82643","EGERTON/DUNSCAR HEALTH CENTRE","BL7 9RG","00T",9.46518788486324,10
"P82652","FARNWORTH FAMILY PRACTICE","BL4 9AH","00T",42.0268026140304,1
"P82660","DEANE CLINIC 1","BL3 4LU","00T",37.7736586402266,2
"P83001","FAIRFAX GROUP PRACTICE","M25 1BT","00V",22.5165466666667,5
"P83004","THE UPLANDS MEDICAL PRACTICE","M45 8GH","00V",23.5193426626324,5
"P83005","TOWNSIDE SURGERY","BL9 0SN","00V",29.2777802335279,3
"P83006","RAMSBOTTOM MEDICAL PRACTICE","BL0 9DD","00V",13.7010998221695,8
"P83007","RADCLIFFE MEDICAL PRACTICE","M26 2SP","00V",30.0281346093831,3
"P83009","BLACKFORD HOUSE MEDICAL CENTRE","BL9 8QA","00V",18.3149756913183,7
"P83010","MONARCH MEDICAL CENTRE","M26 2QZ","00V",30.0546244493392,3
"P83011","UNSWORTH MEDICAL CENTRE","BL9 8JR","00V",23.2854534709958,5
"P83012","TOWER FAMILY HEALTHCARE","BL8 4AD","00V",21.8600603958212,5
"P83015","RIBBLESDALE MEDICAL PRACTICE","BL9 0SN","00V",26.9865271814887,4
"P83017","WOODBANK SURGERY","BL8 1EG","00V",21.5819573744247,5
"P83021","PEEL GPS","BL9 0SN","00V",31.9896554686746,3
"P83024","KNOWSLEY MEDICAL CENTRE","BL9 0ST","00V",32.5755623822976,3
"P83025","ST GABRIEL'S MEDICAL CENTRE","M25 0HT","00V",20.6306763892091,6
"P83027","GREYLAND MEDICAL CENTRE","M25 1NL","00V",20.899116519174,6
"P83603","RED BANK GROUP PRACTICE","M26 2SP","00V",27.4374030632809,4
"P83605","WHITTAKER LANE MED CENTRE","M25 1EX","00V",22.4797894329897,5
"P83608","THE ELMS MEDICAL CENTRE","M45 7FD","00V",23.9371902991381,5
"P83609","THE BIRCHES MEDICAL CENTRE","M25 2GN","00V",21.9585932160163,5
"P83611","WALMERSLEY ROAD MEDICAL PRACTICE","BL9 6DX","00V",39.2253010879849,2
"P83612","MILE LANE HEALTH CENTRE","BL8 2JR","00V",15.0986259311456,8
"P83620","GARDEN CITY MEDICAL CENTRE","BL0 9TN","00V",12.2292859090909,9
"P83621","HUNTLEY MOUNT MEDICAL CENTRE","BL9 6JA","00V",45.7345782608696,1
"P83623","LONGFIELD MEDICAL PRACTICE","M25 1BT","00V",22.4746405825243,5
"P84004","FIVE OAKS FAMILIY PRACTICE","M11 3BB","14L",50.2751161853593,1
"P84005","THE VALLANCE CENTRE","M13 9UJ","14L",32.5069329753915,3
"P84009","AILSA CRAIG MEDICAL CENTRE","M13 0YL","14L",41.8217259062776,1
"P84010","THE BORCHARDT MEDICAL CENTRE","M20 1EB","14L",32.714909610246,3
"P84012","NORTHENDEN GROUP PRACTICE","M22 4DH","14L",28.7560681046535,3
"P84014","RK MEDICAL PRACTICE","M22 9UH","14L",52.5117094066018,1
"P84016","LEVENSHULME MEDICAL PRACTICE","M19 3BX","14L",39.0459270981508,2
"P84017","LADYBARN GROUP PRACTICE","M20 4SS","14L",35.7814431307638,2
"P84018","MAULDETH MEDICAL CENTRE","M14 6SQ","14L",26.5792066839069,4
"P84019","VALENTINE MEDICAL CENTRE","M9 8PP","14L",47.988163815071,1
"P84020","PEEL HALL MEDICAL CENTRE","M22 5RX","14L",50.4776315393705,1
"P84021","THE MAPLES MEDICAL CENTRE","M23 2SY","14L",41.8777503543007,1
"P84022","KINGSWAY MEDICAL PRACTICE","M19 1UG","14L",32.1953197740113,3
"P84023","SURREY LODGE PRACTICE","M14 5BY","14L",35.4142276600393,2
"P84024","BOWLAND MEDICAL PRACTICE","M23 1JX","14L",44.142443232272,1
"P84025","ST GEORGE'S MEDICAL CENTRE","M40 5HP","14L",48.2535578501094,1
"P84026","DICKENSON ROAD MEDICAL CENTRE","M13 0WQ","14L",44.0304258809235,1
"P84027","WEST POINT MEDICAL CENTRE","M19 2AF","14L",37.355426369863,2
"P84028","GORTON MEDICAL CENTRE","M18 8LJ","14L",50.7243764416079,1
"P84029","BENCHILL MEDICAL PRACTICE","M22 9UH","14L",55.1412680587471,1
"P84030","NEW COLLEGIATE MEDICAL CENTRE","M8 0DA","14L",42.439306097206,1
"P84032","DRS HANIF & BANNURU","M11 4EJ","14L",48.9847714846947,1
"P84033","BEACON MEDICAL CENTRE","M9 0FN","14L",47.4580856876021,1
"P84034","BARLOW MEDICAL CENTRE","M20 2RN","14L",17.7655190458805,7
"P84035","BODEY MEDICAL CENTRE","M14 6WP","14L",28.2708102927509,4
"P84037","ARDWICK MEDICAL PRACTICE","M13 9UJ","14L",42.2904717062635,1
"P84038","ASHVILLE SURGERY","M16 9RT","14L",28.2119778711725,4
"P84039","THE RANGE MEDICAL CENTRE","M16 8EE","14L",39.4187005238278,2
"P84040","CONRAN MEDICAL CENTRE","M9 5BH","14L",54.9040248360541,1
"P84041","CORNERSTONE FAMILY PRACTICE","M11 3AA","14L",44.3958439854508,1
"P84042","FLORENCE HOUSE MEDICAL PRACTICE","M11 1JG","14L",48.1745448442535,1
"P84043","CORNISHWAY GROUP PRACTICE","M22 5RX","14L",50.4829844836811,1
"P84045","THE PARK MEDICAL CENTRE","M23 9AB","14L",43.6924683519876,1
"P84046","CHEETHAM HILL PRIMARY CARE CENTRE","M8 8UP","14L",45.5761775997329,1
"P84047","DROYLSDEN RD FAMILY PRACTICE","M40 1NT","14L",52.4706441311364,1
"P84048","TREGENNA GROUP PRACTICE","M22 0EP","14L",46.6913653218629,1
"P84049","THE AVENUE MEDICAL CENTRE","M9 6BA","14L",45.999635604479,1
"P84050","MOUNT ROAD SURGERY","M18 7BQ","14L",53.2385596748368,1
"P84051","EASTLANDS MEDICAL CENTRE","M11 4EJ","14L",48.7555330834114,1
"P84052","WEST GORTON MEDICAL PRACTICE","M12 5JE","14L",56.8537097496153,1
"P84053","ASHCROFT SURGERY","M19 3BS","14L",38.2176182241844,2
"P84054","WHITLEY ROAD MEDICAL CENTRE","M40 7QH","14L",59.0179163067759,1
"P84056","PRINCESS ROAD SURGERY","M20 1BH","14L",41.4598211933746,1
"P84059","LIME SQUARE MEDICAL CENTRE","M11 1DA","14L",44.1258635645555,1
"P84061","BROOKLANDS MEDICAL PRACTICE","M23 9JH","14L",32.7873348563969,3
"P84064","NEW ISLINGTON MEDICAL CENTRE","M4 6EE","14L",45.460593865343,1
"P84065","THE SINGH MEDICAL PRACTICE","M9 4BE","14L",53.2501447269066,1
"P84066","DAVID MEDICAL CENTRE","M21 8HA","14L",39.6484989212513,2
"P84067","HAZELDENE MEDICAL CENTRE","M40 3HD","14L",33.5808757509158,2
"P84068","CHORLTON FAMILY PRACTICE","M21 9NJ","14L",23.0816755316882,5
"P84070","NEWTON HEATH MEDICAL CENTRE","M40 2JF","14L",54.8930867441246,1
"P84071","WILBRAHAM SURGERY","M21 0UF","14L",23.1355782243182,5
"P84072","THE ROBERT DARBISHIRE PRACTICE","M14 5NP","14L",37.4666177017911,2
"P84074","WELLFIELD MEDICAL CENTRE","M8 9JT","14L",43.9951597067558,1
"P84605","FERNCLOUGH SURGERY","M9 5RD","14L",60.5785947643979,1
"P84611","DR CHIU, KOH AND GAN","M13 9UJ","14L",39.5515860345932,2
"P84626","WILMSLOW ROAD SURGERY","M14 5LQ","14L",36.2686858951175,2
"P84630","THE ARCH MEDICAL PRACTICE","M15 5TJ","14L",31.5854362180315,3
"P84635","THE WHITSWOOD PRACTICE","M16 7AP","14L",45.3956107916851,1
"P84637","DR KHAN'S PRACTICE","M11 4EJ","14L",48.495556576047,1
"P84639","FALLOWFIELD MEDICAL CENTRE","M14 6YL","14L",28.3441919980483,4
"P84640","QUEENS MEDICAL CENTRE","M8 8AU","14L",42.2334346527259,1
"P84644","PARKSIDE SURGERY","M12 5RU","14L",44.2464580655275,1
"P84645","PARK VIEW MEDICAL CENTRE","M8 4RF","14L",40.3702997163568,1
"P84650","THE ALEXANDRA PRACTICE","M16 8NG","14L",32.0113448967006,3
"P84651","NORTHERN MOOR MEDICAL PRACTICE","M23 0PH","14L",37.2726942622951,2
"P84663","THE NEVILLE FAMILY CENTRE","M9 8DX","14L",44.7546803377563,1
"P84665","AL-SHIFA MEDICAL CENTRE","M20 3HE","14L",33.1726413559322,2
"P84669","CORNBROOK MEDICAL PRACTICE","M15 4EA","14L",35.3243680694263,2
"P84672","WOODLANDS MEDICAL PRACTICE","M23 9RL","14L",22.8167529550827,5
"P84673","ANCOATS URBAN VILLAGE MEDICAL PRACTICE","M4 6EE","14L",40.9616784134581,1
"P84678","DIDSBURY MEDICAL CENTRE - DR WHITAKER","M20 6BA","14L",18.2208096740273,7
"P84679","WILLOWBANK SURGERY","M9 4WH","14L",54.6056963322546,1
"P84683","THE DOC'S SURGERY","M1 3LY","14L",27.087371460022,4
"P84684","JOLLY MEDICAL CENTRE","M8 9NT","14L",39.1013061819596,2
"P84689","LONGSIGHT MEDICAL PRACTICE","M13 0RR","14L",44.3508643600085,1
"P84690","DAM HEAD MEDICAL CENTRE","M9 7HD","14L",53.3519602577873,1
"P85002","ST MARY'S MEDICAL CENTRE","OL1 3UL","00Y",48.4860132211538,1
"P85003","THE CHOWDHURY PRACTICE","OL1 1NL","00Y",49.4032355696585,1
"P85004","CHADDERTON MEDICAL PRACTICE","OL9 0LH","00Y",35.2472817437655,2
"P85005","LEESBROOK SURGERY","OL4 3DG","00Y",18.1903846974709,7
"P85007","OLDHAM FAMILY PRACTICE","OL1 1NL","00Y",44.5347821088054,1
"P85008",NA,"Unknown","UNK",29.4623458367683,3
"P85010","WOODLANDS MEDICAL PRACTICE","OL9 0LH","00Y",25.5715600213953,4
"P85011","CH MEDICAL PRACTICE","OL9 8NH","00Y",32.3472538689122,3
"P85012","OLDHAM MEDICAL SERVICES","OL8 3HF","00Y",47.1144279835391,1
"P85013","THE ROYTON & CROMPTON FAMILY PRACTICE","OL2 6QW","00Y",21.923654889959,5
"P85014","HOPWOOD HOUSE MEDICAL PRACTICE","OL4 1JN","00Y",41.3028131868132,1
"P85015","ALEXANDRA GROUP MED PRACT","OL4 1YN","00Y",44.9742903563941,1
"P85016","SADDLEWORTH MEDICAL PRACTICE","OL3 6AH","00Y",9.656473042362,10
"P85017","OAK GABLES MEDICAL PRACTICE","OL2 8ST","00Y",24.2752513049152,5
"P85018","MD FAMILY PRACTICE","OL9 7AY","00Y",40.64953182935,1
"P85019","ROYTON MEDICAL CENTRE","OL2 5QL","00Y",25.6473463302752,4
"P85020","SPRINGFIELD HOUSE","OL4 2RJ","00Y",38.8249968932039,2
"P85021","GREENBANK MEDICAL PRACTICE","OL4 1BN","00Y",44.7035011206575,1
"P85022","LEES MEDICAL PRACTICE","OL4 3BP","00Y",32.9701263157895,2
"P85026","QUAYSIDE MEDICAL PRACTICE","M35 0AD","00Y",30.7839499698614,3
"P85028","BLOCK LANE SURGERY","OL9 7SG","00Y",39.3247902962021,2
"P85601","JALAL PRACTICE","OL1 1NL","00Y",45.0068967061081,1
"P85602",NA,"Unknown","UNK",27.8894310915105,4
"P85605","LITTLETOWN FAMILY MED PRACT","OL8 4LR","00Y",42.1006218521527,1
"P85606","MOORSIDE MEDICAL PRACTICE","OL1 4JU","00Y",30.5770741434689,3
"P85608","PERKINS PRACTICE","OL1 1NL","00Y",50.7672060210374,1
"P85610","MEDLOCK MEDICAL PRACTICE","M35 0AD","00Y",35.5627431359201,2
"P85612","WERNETH MEDICAL PRACTICE","OL9 7AY","00Y",45.5083285311619,1
"P85614","VILLAGE MEDICAL PRACTICE","OL2 8ST","00Y",26.5143684518584,4
"P85615","KAPUR FAMILY CARE","OL9 7AY","00Y",44.7407897340754,1
"P85620",NA,"Unknown","UNK",53.4984756456358,1
"P85621","SUNVALLEY MEDICAL PRACTICE","OL4 1YN","00Y",47.3221866537718,1
"P85622","JARVIS MEDICAL PRACTICE","OL4 1YN","00Y",48.1370690034869,1
"P86001","MILNROW VILLAGE PRACTICE","OL16 4EG","01D",24.2495311508509,5
"P86002","DR GWD BHIMA","OL11 1DN","01D",45.7549498141264,1
"P86003","EDENFIELD ROAD SURGERY","OL11 5AQ","01D",19.0616125305675,6
"P86004","PETERLOO MEDICAL CENTRE","M24 4DZ","01D",30.1078148856991,3
"P86005","YORKSHIRE ST SURGERY","OL16 2DN","01D",39.0802918697908,2
"P86006","ASHWORTH STREET SURGERY","OL12 6RT","01D",36.6591397511281,2
"P86007","WELLFIELD HEALTH CENTRE","OL11 1AD","01D",40.9771436190771,1
"P86008","MARK STREET SURGERY","OL12 9BE","01D",42.8475973147377,1
"P86009","CASTLETON HEALTH CENTRE","OL11 3HY","01D",34.1876641798671,2
"P86010","THE JUNCTION SURGERY","M24 2AU","01D",25.5465362165963,4
"P86011","LONGFORD STREET MEDICAL CENTRE","OL10 4NH","01D",34.5281819921216,2
"P86012","WOODSIDE MEDICAL CENTRE","M24 5QL","01D",42.6316356801094,1
"P86013","HEALEY SURGERY","OL12 0SN","01D",28.4348691343632,4
"P86014","CROFT SHIFA HEALTH CENTRE","OL16 2UP","01D",49.1235605990783,1
"P86015","ROCHDALE ROAD MEDICAL CENTRE","M24 2PU","01D",33.4333210382514,2
"P86016","HEYWOOD HEALTH","OL10 3SD","01D",37.9756746548868,2
"P86017","INSPIRE MEDICAL CENTRE","OL16 2UY","01D",50.3889532137179,1
"P86018","LITTLEBOROUGH GROUP PRACTICE","OL15 8HF","01D",23.387634027067,5
"P86019","DURNFORD MEDICAL CENTRE","M24 6DL","01D",32.0169511265919,3
"P86021","PENNINE SURGERY","OL15 8HF","01D",23.6500793417573,5
"P86022","STONEFIELD STREET SURGERY","OL16 4JQ","01D",24.4302393218846,5
"P86023","HOPWOOD MEDICAL CENTRE","OL10 2BS","01D",29.3358936905791,3
"P86026","THE DAWES FAMILY PRACTICE","OL12 6RX","01D",36.5986803268059,2
"P86602","HEADY HILL SURGERY","OL10 4RG","01D",37.4333253116845,2
"P86606","FAMILY PRACTICE","M24 4EN","01D",48.4300600685346,1
"P86608","THE VILLAGE MEDICAL CTR.","OL15 8AQ","01D",24.3496755751801,5
"P86609","THE DALE MEDICAL PRACTICE","OL11 1DN","01D",48.289174903309,1
"P86614","DR A HAMID","OL11 1DN","01D",48.2937417071197,1
"P86619","DR MB GHAFOOR & PARTNERS","OL11 1DN","01D",47.7270889393939,1
"P86620","WINDERMERE SURGERY","M24 5WF","01D",43.7856775100402,1
"P86624","TRINITY MEDICAL CENTRE","OL15 8AR","01D",23.6437236614853,5
"P87002","THE POPLARS MEDICAL PRACTICE","M27 0NA","01G",27.3593258936207,4
"P87004","1/SALFORD MEDICAL PRACTICE","M6 5PP","01G",34.3911604316547,2
"P87008","WALKDEN MEDICAL CENTRE","M28 3AT","01G",31.356519059869,3
"P87015","PENDLETON MEDICAL CENTRE","M6 5FX","01G",48.0426873862159,1
"P87016","THE SIDES MEDICAL PRACTICE","M27 0EW","01G",14.1712595200242,8
"P87017","THE LIMES MEDICAL PRACTICE","M28 3AT","01G",30.5799310608962,3
"P87019","SILVERDALE MEDICAL PRACTICE","M27 8HP","01G",32.991354800191,2
"P87020","ST ANDREWS MEDICAL CENTRE","M30 0NU","01G",35.9181554804134,2
"P87022","MOCHA PARADE MEDICAL PRACTICE","M7 3SE","01G",44.7303403422983,1
"P87024","3/SPRINGFIELD HOUSE MEDICAL PRACTICE","M30 8QD","01G",39.1283518058475,2
"P87025","THE LAKES MEDICAL PRACTICE","M27 4AF","01G",28.9184946814004,3
"P87026","NEWBURY GREEN MEDICAL PRACTICE","M7 4NX","01G",43.2957625954199,1
"P87027","LANGWORTHY MEDICAL PRACTICE","M6 5WW","01G",41.5107004504505,1
"P87028","THE GILL MEDICAL PRACTICE","M28 3DR","01G",33.5486401335931,2
"P87032","ORIENT ROAD MEDICAL PRACTICE","M6 8LE","01G",26.3534633077766,4
"P87035","ORDSALL HEALTH SURGERY","M5 3PH","01G",34.6298912610305,2
"P87040","SORREL BANK MEDICAL PRACTICE","M6 7HL","01G",35.9701446547884,2
"P87610","THE MOSSLANDS MEDICAL PRACTICE","M44 5LH","01G",26.306675683732,4
"P87613","CLEGGS LANE MEDICAL PRACTICE/129","M38 9RS","01G",52.9386431095406,1
"P87618","WALKDEN GATEWAY MEDICAL PRACTICE","M28 3EZ","01G",35.8454814636495,2
"P87620","1/MONTON MEDICAL PRACTICE","M30 8AR","01G",29.3694898831873,3
"P87624","ELLENBROOK MEDICAL CENTRE","M28 1PB","01G",14.3272567251462,8
"P87625","DEARDEN AVENUE MEDICAL PRACTICE","M28 0BB","01G",50.7193234698014,1
"P87627","ORCHARD MEDICAL PRACTICE","M28 1LZ","01G",15.3436258588382,8
"P87630","CHERRY MEDICAL PRACTICE","M28 0AY","01G",50.8535630488233,1
"P87634","CLARENDON SURGERY","M6 5FX","01G",46.1219209082308,1
"P87639","CORNERSTONE MEDICAL PRACTICE","M6 5QQ","01G",42.281229474306,1
"P87648","DR DAVIS'S MEDICAL PRACTICE","M7 4NX","01G",34.9412097219964,2
"P87649","CHAPEL GROUP MEDICAL CENTRE","M44 6FE","01G",25.8666302722106,4
"P87651","LIMEFIELD ROAD MEDICAL PRACTICE","M7 4NX","01G",33.4229744368967,2
"P87654","3/LOWER BROUGHTON MEDICAL PRACTICE","M7 1RD","01G",48.3186346568451,1
"P87657","(IRLAM) SALFORD CARE CTRS MEDICAL PRACTI","M44 6DP","01G",26.904122100955,4
"P87658","THE WILLOWS MEDICAL PRACTICE","M5 5JR","01G",39.7244333910035,2
"P87661","MANCHESTER ROAD EAST MEDICAL PRACTICE","M28 0BB","01G",46.4543377941855,1
"P88002","MARPLE BRIDGE SURGERY","SK6 5AA","01W",8.90471255124566,10
"P88003","MANOR MEDICAL PRACTICE","SK2 5AR","01W",34.959513601741,2
"P88005","FAMILY SURGERY","SK5 6RN","01W",28.7473262597153,3
"P88006","MARPLE COTTAGE SURGERY","SK6 6BW","01W",15.233464516129,8
"P88007","CHEADLE HULME MEDICAL GROUP","SK8 6LU","01W",9.74010497357562,10
"P88008","HEATON MERSEY MED.PRACT.","SK4 3BT","01W",14.2008498712131,8
"P88009","WOODLEY VILLAGE SURGERY","SK6 1ND","01W",24.2814716248507,5
"P88011","HEATON NORRIS MEDICAL PRACTICE","SK4 1JX","01W",37.6196666666667,2
"P88012","BEECH HOUSE MEDICAL PRACT","SK7 4QR","01W",13.1571170842251,8
"P88013","CARITAS GENERAL PRACTICE PARTNERSHIP","SK2 6BZ","01W",22.8113734543747,5
"P88014","ADSHALL ROAD MEDICAL PRAC","SK8 2JN","01W",26.8444957716702,4
"P88015","BRAMHALL HEALTH CENTRE","SK7 2DY","01W",5.99895909351223,10
"P88016","BRAMHALL & SHAW HEATH MEDICAL GROUP","SK7 3EP","01W",23.1171363604215,5
"P88017","CHADSFIELD MEDICAL PRACTICE","SK6 4QR","01W",19.2732118262386,6
"P88018","PARK VIEW GROUP PRACTICE","SK5 6ET","01W",29.1421219563613,3
"P88019","ALVANLEY FAMILY PRACTICE","SK6 1ND","01W",26.3304511215266,4
"P88020","CHEADLE MEDICAL PRACTICE","SK8 1BH","01W",18.1922741509916,7
"P88021","MARPLE MEDICAL PRACTICE","SK6 6AB","01W",14.9537116036138,8
"P88023","HEALD GREEN HEALTH CENTRE 2","SK8 3JD","01W",15.2384919427037,8
"P88024","GATLEY MEDICAL CENTRE","SK8 4DG","01W",12.9082899856646,8
"P88025","HULME HALL MEDICAL GROUP","SK8 6LU","01W",11.1201457328386,9
"P88026","HEATON MOOR MEDICAL GROUP","SK4 4NX","01W",21.2097454664484,6
"P88031","BRACONDALE MEDICAL CENTRE","SK2 6EQ","01W",19.5655369833212,6
"P88034",NA,"Unknown","UNK",31.5156326021934,3
"P88041","THE VILLAGE SURGERY","SK7 2DN","01W",5.79088901114015,10
"P88042","FINNEY LANE SURGERY","SK8 3JD","01W",15.3225615020698,8
"P88043","BRINNINGTON SURGERY","SK5 8BS","01W",62.3798457087753,1
"P88044","BREDBURY MEDICAL CENTRE","SK6 2AH","01W",28.1075207652823,4
"P88606","SPRINGFIELD SURGERY","SK7 4AA","01W",17.2099352567405,7
"P88607",NA,"Unknown","UNK",20.8415231967491,6
"P88610",NA,"Unknown","UNK",31.1510902659875,3
"P88615","VERNON PARK SURGERY","SK1 2EX","01W",38.2092565954774,2
"P88623","HIGH LANE MEDICAL CENTRE","SK6 8DR","01W",9.93718588666565,10
"P88625","ARCHWOOD MEDICAL PRACTICE","SK6 1ND","01W",24.3739172102358,5
"P88632","STOCKPORT MEDICAL GROUP","SK3 9NX","01W",30.8722746220797,3
"P89002","THE BROOKE SURGERY","SK14 1AT","01Y",32.0128651099524,3
"P89003","ALBION MEDICAL PRACTICE","OL6 6HF","01Y",36.4379485114949,2
"P89004","AWBURN HOUSE MEDICAL PRACTICE","SK14 6LA","01Y",26.0292750918442,4
"P89005","LOCKSIDE MEDICAL CENTRE","SK15 2PT","01Y",27.1127964967765,4
"P89006","PENNINE MEDICAL CENTRE","OL5 9AJ","00Y",18.1843692563357,7
"P89007","STAVELEIGH MEDICAL CENTRE","SK15 2AE","01Y",30.6200771394729,3
"P89008","ASHTON MEDICAL GROUP","OL6 6EW","01Y",36.8484884634266,2
"P89010","MEDLOCK VALE MEDICAL PRACTICE","M43 7BW","01Y",26.7713562577447,4
"P89011","GORDON STREET MEDICAL CENTRE","OL6 6NE","01Y",40.0415027185278,1
"P89012","CLARENDON MEDICAL CENTRE","SK14 2AQ","01Y",33.7058774377031,2
"P89013","HATTERSLEY GROUP PRACTICE","SK14 3EH","01Y",55.7538250943735,1
"P89014","HAUGHTON THORNLEY MEDICAL CENTRES","SK14 1JY","01Y",32.9834954636322,2
"P89015","MILLGATE HEALTHCARE PARTNERSHIP","M34 2AJ","01Y",27.8979003348828,4
"P89016","DONNEYBROOK MEDICAL CENTRE","SK14 2AH","01Y",32.9847271999085,2
"P89018","DENTON MEDICAL PRACTICE","M34 3JE","01Y",31.1948798616082,3
"P89020","HT PRACTICE","OL7 0NW","01Y",39.290109235474,2
"P89021","DUKINFIELD MEDICAL PRACTICE","SK16 4DB","01Y",30.9988327339788,3
"P89022","KING STREET MEDICAL CENTRE","SK16 4JZ","01Y",38.7170178381257,2
"P89023","ST. ANDREW'S HOUSE SURGERY","SK15 2AU","01Y",30.2314348074724,3
